Sample ID,Fruit #,Tray#,Fruit Number,Subsample (n=50) seed,Total Seed Weight (g),Mean Total Seed Count,Comments,FrtWt,FWslice,DWslice,L1_Frt1,Chroma1_Frt1,Hue1_Frt1,L2_Frt1,Chroma2_Frt1,Hue2_Frt1,Firm1_Frt1,Firm2_Frt1,SSC1_Frt1,DM,avHue,avFirm,avSSC
134697,2,529,90440,0.0631,0.4992,396,,86.10,4.70,0.92,61.06,25.08,99.00,60.56,24.01,99.90,1.81,1.95,16.50,19.57,99.45,1.88,16.50
134699,1,531,90475,0.0706,0.2205,156,,90.21,6.17,1.04,57.00,22.47,97.30,56.74,23.50,99.00,2.34,1.74,15.10,16.86,98.15,2.04,15.10
134699,6,531,90480,0.0644,0.3518,273,,94.06,5.37,0.90,57.35,28.12,98.90,57.26,25.31,99.30,1.95,2.11,15.10,16.76,99.10,2.03,15.10
134699,7,531,90481,0.0655,0.4994,381,,105.00,5.33,0.99,67.90,25.75,100.30,69.03,23.37,100.00,5.99,5.58,13.80,18.57,100.15,5.79,13.80
134701,17,533,90527,0.0781,0.4412,282,,99.13,7.30,1.37,65.74,26.19,99.00,67.47,23.94,99.10,5.59,5.03,14.50,18.77,99.05,5.31,14.50
134702,12,534,90540,0.0658,0.4542,345,,74.88,5.39,1.05,71.78,32.78,101.40,72.27,33.42,100.70,6.45,6.76,11.40,19.48,101.05,6.61,11.40
134702,13,534,90541,0.0690,0.4031,292,,106.66,7.75,1.34,71.89,28.82,100.10,71.82,25.86,100.00,5.46,6.43,12.20,17.29,100.05,5.95,12.20
134703,17,535,90563,0.0559,0.5265,471,,89.99,7.50,1.32,64.48,27.39,101.40,65.43,29.15,100.70,4.85,4.89,13.50,17.60,101.05,4.87,13.50
134704,8,536,90572,0.0692,0.6317,456,,100.99,6.12,1.13,68.58,23.64,99.60,67.19,30.52,101.70,5.46,5.47,15.00,18.46,100.65,5.47,15.00
134705,2,537,90583,0.0677,0.6010,444,,104.28,6.94,1.25,69.51,28.72,99.90,69.72,25.89,99.60,6.59,6.66,12.60,18.01,99.75,6.63,12.60
134705,9,537,90590,0.0718,0.4391,306,,101.85,5.79,1.08,67.02,22.82,99.60,66.41,21.77,99.10,3.97,4.19,14.60,18.65,99.35,4.08,14.60
134705,11,537,90592,0.0679,0.7190,529,,121.64,6.72,1.20,67.34,31.52,98.70,68.02,30.75,99.80,5.23,4.71,14.60,17.86,99.25,4.97,14.60
134706,10,538,90609,0.0657,0.4346,331,,90.46,5.66,1.02,71.08,29.15,99.30,69.65,30.89,98.90,5.89,5.19,13.20,18.02,99.10,5.54,13.20
134711,12,543,90701,0.0627,0.4896,390,,115.94,5.84,1.11,59.68,23.53,99.30,59.45,21.37,99.00,2.19,1.97,16.50,19.01,99.15,2.08,16.50
134711,15,543,90704,0.0651,0.3193,245,,99.53,5.58,0.98,63.51,30.48,101.00,63.96,26.79,100.20,3.72,3.52,14.90,17.56,100.60,3.62,14.90
134711,16,543,90705,0.0626,0.3554,284,,88.44,5.57,0.97,65.33,30.94,99.60,64.03,29.02,101.10,4.34,4.81,14.40,17.41,100.35,4.58,14.40
134711,18,543,90707,0.0670,0.6291,469,,130.56,6.66,1.23,69.93,27.70,99.60,70.22,28.19,100.10,6.03,6.15,13.40,18.47,99.85,6.09,13.40
134713,9,545,90734,0.0668,0.5267,394,,109.34,6.39,1.19,59.92,26.03,98.70,61.36,23.58,99.30,3.55,3.26,15.60,18.62,99.00,3.41,15.60
134715,6,547,90767,0.0698,0.4992,358,,99.33,5.40,0.99,57.43,25.08,99.50,57.98,21.01,99.30,2.35,2.76,15.20,18.33,99.40,2.56,15.20
134715,8,547,90769,0.0749,0.2299,153,,74.07,4.39,0.73,54.85,24.50,99.50,56.67,22.38,100.10,3.24,3.00,14.50,16.63,99.80,3.12,14.50
134716,3,548,90782,0.0654,0.6335,484,,117.57,6.15,1.08,67.32,27.35,99.10,64.88,24.18,99.30,5.55,4.56,14.20,17.56,99.20,5.06,14.20
134717,9,549,90806,0.0643,0.5342,415,,118.71,7.25,1.36,63.18,22.26,99.50,62.63,22.15,99.00,2.46,2.66,15.20,18.76,99.25,2.56,15.20
134718,8,550,90823,0.0672,0.9106,678,,160.79,6.92,1.42,62.11,25.64,98.70,61.40,23.57,99.20,2.06,1.78,16.40,20.52,98.95,1.92,16.40
134719,1,551,90834,0.0613,0.2329,190,,78.43,5.30,0.91,69.56,27.54,100.60,68.18,30.06,99.60,6.12,6.06,12.60,17.17,100.10,6.09,12.60
134723,1,555,90906,0.0651,0.3989,306,,115.57,6.04,1.00,60.41,24.54,99.40,62.43,25.03,99.50,3.85,4.17,15.20,16.56,99.45,4.01,15.20
134723,11,555,90916,0.0761,0.7023,461,,134.55,6.92,1.25,67.04,26.55,98.50,65.47,24.54,98.30,4.26,3.50,14.80,18.06,98.40,3.88,14.80
134723,15,555,90920,0.0692,0.3877,280,,110.96,5.72,1.05,66.49,26.25,99.80,63.44,24.66,99.60,4.99,5.15,15.40,18.36,99.70,5.07,15.40
134726,8,558,90968,0.0700,0.6347,453,,123.80,7.67,1.39,65.70,21.57,99.30,64.38,29.50,99.20,4.54,3.94,13.60,18.12,99.25,4.24,13.60
134728,8,560,91004,0.0686,0.6734,491,,127.52,7.85,1.44,70.47,27.81,97.80,72.11,28.40,99.70,7.07,6.63,11.80,18.34,98.75,6.85,11.80
