vine_id,from,to,length,to_shoot_id,spurs,cane_id,diameter,to_origin_id,orientation,base_origin_id,notes,
3,678,679,20,302,,10,,,E,15,,
3,677,680,70,,.,10,,,E,15,,
3,680,681,40,,,10,,,E,15,,
3,681,682,30,303,,10,,,E,15,,
3,680,683,160,,.,10,,,E,15,,
3,683,684,40,,,10,,,E,15,,
3,684,685,20,304,,10,,,E,15,,
3,685,686,10,305,,10,,,E,15,,
3,621,687,200,,,,,16,,16,,
3,687,688,70,,,,,,E,16,,
3,688,689,170,,,,,,E,16,,
3,689,690,260,,.,9,,,E,16,,
3,690,691,100,,,9,,,E,16,,
3,691,692,50,255,,9,,,E,16,,
3,690,693,170,,.,9,,,E,16,,
3,693,694,130,,,9,,,E,16,,
3,694,695,80,256,,9,,,E,16,,
3,693,696,120,,.,9,,,E,16,,
3,696,697,70,,,9,,,E,16,,
3,697,698,120,257,,9,,,E,16,,
3,696,699,410,,.,9,,,E,16,,
3,699,700,60,,,9,,,E,16,,
3,700,701,170,258,,9,,,E,16,,
3,699,702,40,,.,9,,,E,16,,
3,702,703,130,,,9,,,E,16,,
3,703,704,80,259,,9,,,E,16,,
3,702,705,160,,.,9,,,E,16,,
3,705,706,110,,,9,,,E,16,,
3,706,707,60,260,,9,,,E,16,,
3,705,708,160,,.,9,,,E,16,,
3,708,709,130,,,9,,,E,16,,
3,709,710,70,261,,9,,,E,16,,
3,710,711,50,262,,9,,,E,16,,
3,708,712,90,,.,9,,,E,16,,
3,712,713,130,,,9,,,E,16,,
3,713,714,40,263,,9,,,E,16,,
3,712,715,140,,.,9,,,E,16,,
3,715,716,120,,,9,,,E,16,,
3,716,717,60,264,,9,,,E,16,,
3,715,718,90,,.,9,,,E,16,,
3,718,719,90,,,9,,,E,16,,
3,719,720,50,265,,9,,,E,16,,
3,718,721,150,,.,9,,,E,16,,
3,721,722,180,,,9,,,E,16,,
3,722,723,110,266,,9,,,E,16,,
3,721,724,100,,.,9,,,E,16,,
3,724,725,100,,,9,,,E,16,,
3,725,726,100,267,,9,,,E,16,,
3,687,727,90,,,,,17,,17,,
3,727,728,30,,,,,,E,17,,
3,728,729,70,,,,,,E,17,,
3,729,730,40,,,,,,E,17,,
3,730,731,60,,,,,,E,17,,
3,731,732,60,268,,,,,E,17,,
3,732,733,50,269,,,,,E,17,,
3,727,734,80,,,,,18,,18,,
3,734,735,70,,,,,,W,18,,
3,735,736,30,,,,,,W,18,,
3,736,737,70,,.,,,,W,18,,
3,737,738,100,270,,,,,W,18,,
3,737,739,240,,,,,,W,18,,
3,739,740,360,,.,8,,,W,18,,
3,740,741,60,271,,8,,,W,18,,
3,740,742,80,,.,8,,,W,18,,
3,742,743,80,,,8,,,W,18,,
3,743,744,120,272,,8,,,W,18,,
3,742,745,180,,.,8,,,W,18,,
3,745,746,90,273,,8,,,W,18,,
3,745,747,190,,.,8,,,W,18,,
3,747,748,70,,,8,,,W,18,,
3,748,749,60,274,,8,,,W,18,,
3,748,750,50,,.,8,,,,,,
3,750,751,80,275,,8,,,W,18,,
3,747,752,280,,.,8,,,W,18,,
3,752,753,70,276,,8,,,W,18,,
3,752,754,140,,.,8,,,W,18,,
3,754,755,70,277,,8,,,W,18,,
3,754,756,220,,.,8,,,W,18,,
3,756,757,110,,,8,,,W,18,,
3,757,758,80,278,,8,,,W,18,,
3,756,759,140,,.,8,,,W,18,,
3,759,760,110,,,8,,,W,18,,
3,760,761,90,279,,8,,,W,18,,
3,759,762,80,,.,8,,,W,18,,
3,762,763,70,,,8,,,W,18,,
3,763,764,50,280,,8,,,W,18,,
3,762,765,400,,.,8,,,W,18,,
3,765,766,90,,,8,,,W,18,,
3,766,767,60,281,,8,,,W,18,,
3,765,768,180,282,,8,,,W,18,,
3,736,769,60,,,,,,W,18,,
3,769,770,90,,.,7,,,W,18,,
3,770,771,10,283,,7,,,W,18,,
3,770,772,160,,.,7,,,W,18,,
3,772,773,90,,,7,,,W,18,,
3,773,774,90,284,,7,,,W,18,,
3,772,775,190,,.,7,,,W,18,,
3,775,776,90,,,7,,,W,18,,
3,776,777,110,285,,7,,,W,18,,
3,775,778,330,,.,7,,,W,18,,
3,778,779,50,,,7,,,W,18,,
3,779,780,110,286,,7,,,W,18,,
3,778,781,220,,.,7,,,W,18,,
3,781,782,90,,,7,,,W,18,,
3,782,783,90,287,,7,,,W,18,,
3,781,784,290,,.,7,,,W,18,,
3,784,785,100,,,7,,,W,18,,
3,785,786,130,288,,7,,,W,18,,
3,784,787,290,,.,7,,,W,18,,
3,787,788,30,289,,7,,,W,18,,
3,787,789,290,,.,7,,,W,18,,
3,789,790,30,,,7,,,W,18,,
3,790,791,100,290,,7,,,W,18,,
3,789,792,110,,.,7,,,W,18,,
3,792,793,50,,,7,,,W,18,,
3,793,794,60,291,,7,,,W,18,,
3,792,795,270,,.,7,,,W,18,,
3,795,796,40,292,,7,,,W,18,,
3,795,797,170,,.,7,,,W,18,,
3,797,798,30,,,7,,,W,18,,
3,798,799,80,293,,7,,,W,18,,
3,797,800,200,,.,7,,,W,18,,
3,800,801,100,,,7,,,W,18,,
3,801,802,60,294,,7,,,W,18,,
3,734,803,100,,,,,19,,19,,
3,803,804,50,,,,,,E,19,,
3,804,805,80,,,,,,E,19,,
3,805,806,60,,,,,,E,19,,
3,806,807,50,,,,,,E,19,,
3,807,808,20,,.,,,,E,19,,
3,808,809,120,,,,,,E,19,,
3,809,810,50,295,,,,,E,19,,
3,808,811,170,,.,,,,E,19,,
3,811,812,50,,,,,,E,19,,
3,812,813,120,297,,,,,E,19,,
3,812,814,40,296,,,,,E,19,,
3,811,815,50,,.,,,,E,19,,
3,815,816,130,,,,,,E,19,,
3,816,817,90,298,,,,,E,19,,
